id_odsp,date,country,ht,at,league,price,available_seats
r7t2uk1j/,2023-04-13,germany,Mainz,Hamburg SV,D1,81,3751
SGqkcE46/,2023-04-13,france,Lorient,Bastia,F1,72,23764
t0sw0GKm/,2023-04-13,france,AC Ajaccio,AS Nancy Lorraine,F1,28,26323
tpVluHrm/,2023-04-13,england,Arsenal,Norwich City,E0,27,7480
txVh82Sf/,2023-04-13,spain,Espanyol,Valencia,SP1,25,5998
vZ9jnLZ2/,2023-04-13,germany,Fortuna Dusseldorf,Werder Bremen,D1,77,8288
WABMaJn5/,2023-04-13,germany,Schalke 04,Bayer Leverkusen,D1,119,7562
WvNdDgU7/,2023-04-13,italy,US Pescara,Siena,I1,120,8755
WYN1xFS5/,2023-04-13,england,Everton,QPR,E0,26,5025
z7Uhvybg/,2023-04-13,england,Aston Villa,Fulham,E0,27,10621
0t6oGepk/,2023-04-14,italy,AC Milan,Napoli,I1,21,29136
A1AQbw2B/,2023-04-14,germany,VfB Stuttgart,Borussia Monchengladbach,D1,70,19938
ANRPtUJi/,2023-04-14,england,Stoke City,Manchester Utd,E0,109,5158
EkT06tc7/,2023-04-14,spain,Atletico Madrid,Granada,SP1,32,25606
IkM9zgcI/,2023-04-14,england,Newcastle,Sunderland,E0,37,8997
j7W1OJx9/,2023-04-14,italy,Palermo,Bologna,I1,50,4431
lMUqJeRP/,2023-04-14,france,Lyon,Toulouse,F1,65,16180
Mcu6v9Gd/,2023-04-14,germany,FC Augsburg,Eintracht Frankfurt,D1,73,503
OrwbehZI/,2023-04-14,france,Lille,Marseille,F1,92,1448
pAypAOcr/,2023-04-14,spain,Rayo Vallecano,Real Sociedad,SP1,25,19478
SUAmUqkE/,2023-04-14,spain,Athletic Bilbao,Real Madrid,SP1,84,10546
tdPELHMR/,2023-04-14,italy,Cagliari,Internazionale,I1,76,7968
vX4kFFae/,2023-04-14,italy,Torino,AS Roma,I1,48,8333
xnRuKyCJ/,2023-04-14,france,Nice,Sochaux,F1,116,25905
Yg4gEZE1/,2023-04-14,italy,Genoa,Sampdoria,I1,99,11963
Yq1uxw78/,2023-04-14,italy,Parma,Udinese,I1,75,28340
YVL6NwhF/,2023-04-14,italy,Chievo Verona,Catania,I1,100,28540
zeEeSNJQ/,2023-04-14,spain,Real Zaragoza,Barcelona,SP1,55,4647
r5BtHyVr/,2023-04-15,italy,Lazio,Juventus,I1,44,28257
x40NNsSs/,2023-04-15,spain,Mallorca,Celta Vigo,SP1,77,3938
nyZJtpWS/,2023-04-16,england,Arsenal,Everton,E0,53,16193
dAOgzr9d/,2023-04-17,england,Manchester City,Wigan,E0,61,25799
OdQox4vp/,2023-04-17,england,Fulham,Chelsea,E0,27,16696
pOxIvc0r/,2023-04-17,england,West Ham,Manchester Utd,E0,46,15860
naDbpa4F/,2023-04-19,germany,Borussia Monchengladbach,FC Augsburg,D1,69,26149
xn3X9ilC/,2023-04-19,france,Montpellier,Lyon,F1,63,21479
xQybzLBm/,2023-04-19,spain,Mallorca,Rayo Vallecano,SP1,75,14309
4b62fmli/,2023-04-20,england,West Ham,Wigan,E0,54,23263
4pRTulZc/,2023-04-20,england,Fulham,Arsenal,E0,29,18744
6qhvKaR6/,2023-04-20,spain,Granada,Real Valladolid,SP1,63,1875
Cz0qycME/,2023-04-20,italy,Genoa,Atalanta,I1,75,22045
EFtnyeR1/,2023-04-20,germany,Hamburg SV,Fortuna Dusseldorf,D1,30,25707
GrDKV3Bj/,2023-04-20,england,West Brom,Newcastle,E0,67,11658
hh0RuslQ/,2023-04-20,spain,Barcelona,Levante,SP1,50,11266
ImmwwHdk/,2023-04-20,germany,Werder Bremen,VfL Wolfsburg,D1,65,8717
l8ZpWX6P/,2023-04-20,england,Swansea,Southampton,E0,88,29860
Qo8uIwdJ/,2023-04-20,spain,Real Madrid,Real Betis,SP1,21,16625
QstKUfar/,2023-04-20,italy,Udinese,Lazio,I1,47,7297
SIUTav42/,2023-04-20,germany,Eintracht Frankfurt,Schalke 04,D1,107,26081
UN23qJJL/,2023-04-20,germany,Bayer Leverkusen,TSG Hoffenheim,D1,53,26393
v3JtwnJG/,2023-04-20,england,Norwich City,Reading,E0,118,65
vclZwcsq/,2023-04-20,germany,Hannover 96,Bayern Munich,D1,95,4525
W82y9B3I/,2023-04-20,france,Marseille,Brest,F1,84,2548
WAylyQmT/,2023-04-20,england,Sunderland,Everton,E0,104,9111
Ye9fouk9/,2023-04-20,germany,Borussia Dortmund,Mainz,D1,44,6853
YPIpx6YM/,2023-04-20,england,QPR,Stoke City,E0,91,29748
YVgWLLdf/,2023-04-20,spain,Valencia,Malaga,SP1,51,22140
0CxrxyCe/,2023-04-21,germany,Nurnberg,SpVgg Greuther Furth,D1,24,10342
2TAKCg4g/,2023-04-21,france,AS Nancy Lorraine,Evian Thonon Gaillard,F1,106,17366
8E17rwZR/,2023-04-21,germany,VfB Stuttgart,SC Freiburg,D1,86,29356
8QVuGSAo/,2023-04-21,france,Bastia,Lille,F1,90,21964
8YP4iqYp/,2023-04-21,france,Paris Saint-Germain,Nice,F1,59,7634
CbrWRhq1/,2023-04-21,italy,Internazionale,Parma,I1,98,5239
fsYiDQf4/,2023-04-21,france,Toulouse,Lorient,F1,49,1026
hAaTQCb7/,2023-04-21,italy,AS Roma,US Pescara,I1,110,405
K03iZziR/,2023-04-21,italy,Siena,Chievo Verona,I1,94,9604
KSkSM1sl/,2023-04-21,spain,Osasuna,Real Sociedad,SP1,41,4747
ne9yJJtD/,2023-04-21,spain,Sevilla,Atletico Madrid,SP1,68,26339
nHUqFnQi/,2023-04-21,france,Stade de Reims,Valenciennes,F1,30,22419
OraTAXY5/,2023-04-21,france,Sochaux,Bordeaux,F1,34,73
p4nFlGjE/,2023-04-21,italy,Fiorentina,Torino,I1,64,13256
ryQXv8l4/,2023-04-21,england,Liverpool,Chelsea,E0,118,10145
ShgzLuC0/,2023-04-21,spain,Getafe,Espanyol,SP1,116,1576
tA4mzHyL/,2023-04-21,italy,Napoli,Cagliari,I1,107,12766
vkdNtNYJ/,2023-04-21,spain,Deportivo La Coruna,Athletic Bilbao,SP1,90,4710
vopOTEEl/,2023-04-21,italy,Juventus,AC Milan,I1,77,5242
W0bXPWDD/,2023-04-21,italy,Bologna,Sampdoria,I1,90,26319
xhEGWqdp/,2023-04-21,england,Tottenham,Manchester City,E0,45,8102
Y7qSSYTf/,2023-04-21,italy,Catania,Palermo,I1,78,20495
0CKxvS3A/,2023-04-22,england,Manchester Utd,Aston Villa,E0,70,19712
bZxfy1ds/,2023-04-22,spain,Celta Vigo,Real Zaragoza,SP1,54,17428
tK9OBDJa/,2023-04-24,france,St Etienne,AC Ajaccio,F1,22,28388
tvUmE6ub/,2023-04-24,france,Stade Rennes,Troyes,F1,63,24217
6at2ZvRg/,2023-04-26,spain,Rayo Vallecano,Osasuna,SP1,119,26922
Mu6PlEe1/,2023-04-26,germany,SpVgg Greuther Furth,Hannover 96,D1,77,4448
U32y522p/,2023-04-26,france,Lille,Sochaux,F1,111,8633
0W4TmYA7/,2023-04-27,germany,Fortuna Dusseldorf,Borussia Dortmund,D1,29,12014
2F3frsed/,2023-04-27,england,Wigan,Tottenham,E0,94,19281
2yNtcxlL/,2023-04-27,germany,Bayer Leverkusen,Werder Bremen,D1,117,21143
69TXbbJ8/,2023-04-27,germany,Bayern Munich,SC Freiburg,D1,31,1218
b7jJmz6K/,2023-04-27,italy,Atalanta,Bologna,I1,27,5788
bDoMUGuP/,2023-04-27,spain,Atletico Madrid,Real Madrid,SP1,114,28504
CUdNkP2M/,2023-04-27,england,Newcastle,Liverpool,E0,61,21898
dbMpdd3R/,2023-04-27,germany,VfL Wolfsburg,Borussia Monchengladbach,D1,44,24189
fk0np3Qq/,2023-04-27,england,Southampton,West Brom,E0,71,14609
fyHKUFGu/,2023-04-27,italy,Cagliari,Udinese,I1,58,6679
GA1ZP3vA/,2023-04-27,france,Valenciennes,AS Nancy Lorraine,F1,93,6269
h61Lkfte/,2023-04-27,germany,FC Augsburg,VfB Stuttgart,D1,47,10370
Kr8QRP9c/,2023-04-27,france,Bastia,Toulouse,F1,25,233
lCajqNuj/,2023-04-27,england,Stoke City,Norwich City,E0,73,26657
nX6xX6Mh/,2023-04-27,spain,Real Zaragoza,Mallorca,SP1,99,525
OMP89rfT/,2023-04-27,france,Bordeaux,Stade de Reims,F1,82,11022
pWQ4AOvN/,2023-04-27,france,Lorient,Marseille,F1,30,10144
v73UYSit/,2023-04-27,spain,Athletic Bilbao,Barcelona,SP1,62,19308
vHbFioY9/,2023-04-27,england,Everton,Fulham,E0,29,28113
vRNAwjrD/,2023-04-27,italy,US Pescara,Napoli,I1,90,26438
WjDCiGBr/,2023-04-27,germany,TSG Hoffenheim,Nurnberg,D1,101,17321
x6NdCpAA/,2023-04-27,france,AC Ajaccio,Montpellier,F1,30,15609
xK2VQqP3/,2023-04-27,france,Brest,Stade Rennes,F1,35,15385
YT2YXn7n/,2023-04-27,spain,Levante,Celta Vigo,SP1,96,29207
YwbJj5mG/,2023-04-27,england,Manchester City,West Ham,E0,58,26806
CEWgsYrl/,2023-04-28,italy,Chievo Verona,Genoa,I1,59,4961
EF2HjzRl/,2023-04-28,germany,Mainz,Eintracht Frankfurt,D1,65,25804
GdM0B4PG/,2023-04-28,france,Evian Thonon Gaillard,Paris Saint-Germain,F1,67,11356
htEKlqIS/,2023-04-28,england,Reading,QPR,E0,90,2201
IHMExAcJ/,2023-04-28,italy,AS Roma,Siena,I1,36,10386
j5Vcthbf/,2023-04-28,italy,Palermo,Internazionale,I1,30,14567
jHLCRiFt/,2023-04-28,england,Chelsea,Swansea,E0,57,14807
KMnIVdQI/,2023-04-28,spain,Real Valladolid,Sevilla,SP1,42,5432
OpOxbIYE/,2023-04-28,germany,Schalke 04,Hamburg SV,D1,39,16462
p4O6vWS6/,2023-04-28,italy,Parma,Lazio,I1,50,9534
pju6Ybt0/,2023-04-28,spain,Real Sociedad,Valencia,SP1,31,85
QamEWxBC/,2023-04-28,spain,Espanyol,Granada,SP1,93,10170
rk56g73c/,2023-04-28,england,Arsenal,Manchester Utd,E0,24,18195
ruSkrETs/,2023-04-28,italy,Sampdoria,Fiorentina,I1,64,171
SEUAXIe6/,2023-04-28,spain,Malaga,Getafe,SP1,52,19812
SlLv4MHj/,2023-04-28,france,Nice,Troyes,F1,25,22522
th9MS5fi/,2023-04-28,france,Lyon,St Etienne,F1,80,15379
tWuOnfLQ/,2023-04-28,italy,AC Milan,Catania,I1,71,27235
YTK2uCD0/,2023-04-28,italy,Torino,Juventus,I1,47,13447
QDfBhRI3/,2023-04-29,england,Aston Villa,Sunderland,E0,49,16159
xbH2w9qP/,2023-04-29,spain,Real Betis,Deportivo La Coruna,SP1,58,17304
GvmGBy3E/,2023-05-03,germany,Borussia Monchengladbach,Schalke 04,D1,88,7674
Oz5sOs9M/,2023-05-03,france,St Etienne,Bordeaux,F1,90,18065
tbbDYJcc/,2023-05-03,spain,Celta Vigo,Athletic Bilbao,SP1,60,23230
2FPPcMfq/,2023-05-04,england,Tottenham,Southampton,E0,61,1494
2yqCCHm8/,2023-05-04,germany,Borussia Dortmund,Bayern Munich,D1,77,7553
4Ksw7QXd/,2023-05-04,england,Fulham,Reading,E0,62,21333
6afnN1OS/,2023-05-04,france,Troyes,Evian Thonon Gaillard,F1,24,16824
88tEILWq/,2023-05-04,france,Sochaux,Lorient,F1,71,6915
8Cda1iu7/,2023-05-04,germany,Eintracht Frankfurt,Fortuna Dusseldorf,D1,112,10620
A1nKAeIK/,2023-05-04,germany,VfB Stuttgart,SpVgg Greuther Furth,D1,88,18194
AXM8v3g3/,2023-05-04,france,Stade de Reims,AC Ajaccio,F1,81,1307
bsJYe0Pe/,2023-05-04,england,West Ham,Newcastle,E0,40,18432
fPvMGa1d/,2023-05-04,france,Marseille,Bastia,F1,51,24469
GCfkU46B/,2023-05-04,spain,Granada,Malaga,SP1,71,3371
GYuIHunj/,2023-05-04,france,Montpellier,Brest,F1,22,16902
IN3n4gel/,2023-05-04,germany,Nurnberg,Bayer Leverkusen,D1,46,27723
jypk4OHF/,2023-05-04,england,Norwich City,Aston Villa,E0,22,18609
l4BRAG5j/,2023-05-04,spain,Deportivo La Coruna,Atletico Madrid,SP1,116,12487
lhoO9FXQ/,2023-05-04,germany,Hannover 96,Mainz,D1,90,18776
roLGxsOF/,2023-05-04,france,Toulouse,Lille,F1,84,23178
t6OTdtAk/,2023-05-04,england,West Brom,Wigan,E0,114,11754
thJWRD0b/,2023-05-04,italy,Chievo Verona,Cagliari,I1,110,23835
UedsWQya/,2023-05-04,spain,Valencia,Osasuna,SP1,69,12099
vX4r5Zur/,2023-05-04,germany,Werder Bremen,TSG Hoffenheim,D1,116,24293
WSxAQBUn/,2023-05-04,england,Swansea,Manchester City,E0,95,17364
YaZg3rXL/,2023-05-04,england,QPR,Arsenal,E0,28,8656
z17NBdjp/,2023-05-04,spain,Real Madrid,Real Valladolid,SP1,45,13297
zZKnOVaN/,2023-05-04,italy,Fiorentina,AS Roma,I1,117,29111
277uQiVA/,2023-05-05,italy,Juventus,Palermo,I1,27,14440
27a9Zari/,2023-05-05,spain,Barcelona,Real Betis,SP1,100,12923
4fMCwN89/,2023-05-05,france,Stade Rennes,Nice,F1,35,26548
8Mk1sg0o/,2023-05-05,italy,AC Milan,Torino,I1,92,8878
AX0wPNgG/,2023-05-05,france,AS Nancy Lorraine,Lyon,F1,94,16560
bZhIXwD3/,2023-05-05,spain,Mallorca,Levante,SP1,58,17945
Cp3j3DAf/,2023-05-05,germany,SC Freiburg,FC Augsburg,D1,30,1396
Cpoo5429/,2023-05-05,england,Manchester Utd,Chelsea,E0,117,17974
drMrPBpH/,2023-05-05,italy,Genoa,US Pescara,I1,84,4729
dUI4uqvc/,2023-05-05,france,Paris Saint-Germain,Valenciennes,F1,58,23872
f3ggTOLH/,2023-05-05,spain,Sevilla,Espanyol,SP1,109,14063
fJ1JI9Np/,2023-05-05,italy,Catania,Siena,I1,33,13265
IcAiNkFT/,2023-05-05,italy,Udinese,Sampdoria,I1,115,15341
OG8yRXF4/,2023-05-05,italy,Napoli,Internazionale,I1,52,17445
Qm7f2XP0/,2023-05-05,germany,Hamburg SV,VfL Wolfsburg,D1,108,21378
rBts6pm3/,2023-05-05,england,Liverpool,Everton,E0,71,9022
SlFSSgoh/,2023-05-05,italy,Lazio,Bologna,I1,23,7153
xQiMWcS9/,2023-05-05,spain,Real Zaragoza,Rayo Vallecano,SP1,55,14348
YRFOTZVo/,2023-05-05,italy,Parma,Atalanta,I1,111,10051
8neoVpi5/,2023-05-06,spain,Getafe,Real Sociedad,SP1,31,29497
pzwb22nS/,2023-05-06,england,Sunderland,Stoke City,E0,88,15256
4lqAuXUc/,2023-05-07,italy,AS Roma,Chievo Verona,I1,49,14032
APM5yZsC/,2023-05-07,england,Manchester City,West Brom,E0,56,3982
z5o37lUO/,2023-05-07,england,Wigan,Swansea,E0,51,23689
0xxzxg4k/,2023-05-08,spain,Real Madrid,Malaga,SP1,104,19225
2qRdWSip/,2023-05-08,italy,Bologna,Napoli,I1,97,20575
A7JQbGB2/,2023-05-08,spain,Celta Vigo,Atletico Madrid,SP1,109,221
AiZUz9qT/,2023-05-08,italy,US Pescara,AC Milan,I1,102,16328
lAYdweDa/,2023-05-08,england,Chelsea,Tottenham,E0,48,17432
lxoMxVEG/,2023-05-08,italy,Atalanta,Juventus,I1,24,19962
nDl5tDFi/,2023-05-08,italy,Sampdoria,Catania,I1,27,17080
ru4qfWqi/,2023-05-08,italy,Palermo,Udinese,I1,70,10530
rurEvip4/,2023-05-08,italy,Siena,Fiorentina,I1,112,17297
tzQ0Vn7j/,2023-05-08,italy,Cagliari,Parma,I1,37,10218
W0zRykUM/,2023-05-08,italy,Internazionale,Lazio,I1,117,27105
x2sIwBaA/,2023-05-08,italy,Torino,Genoa,I1,59,26664
jif0UIVe/,2023-05-10,france,Lille,Stade de Reims,F1,39,27945
OtG3qyCF/,2023-05-10,spain,Levante,Real Zaragoza,SP1,40,20331
06LxFA96/,2023-05-11,germany,Fortuna Dusseldorf,Nurnberg,D1,58,20688
0MFLy1wM/,2023-05-11,france,AC Ajaccio,Troyes,F1,115,11055
4vSTGWvf/,2023-05-11,germany,Mainz,Borussia Monchengladbach,D1,73,9732
8S4eVbGk/,2023-05-11,france,Bordeaux,AS Nancy Lorraine,F1,99,26283
dlojitw9/,2023-05-11,france,Bastia,Montpellier,F1,107,3986
dUz5OZZk/,2023-05-11,spain,Espanyol,Real Madrid,SP1,73,1855
dYxfNY1Q/,2023-05-11,germany,VfL Wolfsburg,Borussia Dortmund,D1,59,10096
E9mkOEnK/,2023-05-11,germany,Bayer Leverkusen,Hannover 96,D1,45,26203
hGvakK7L/,2023-05-11,france,Valenciennes,Stade Rennes,F1,39,16399
jy6KJ3H2/,2023-05-11,england,Aston Villa,Chelsea,E0,74,29313
MFMYFjf0/,2023-05-11,germany,SpVgg Greuther Furth,SC Freiburg,D1,31,11679
n3e30BfD/,2023-05-11,germany,Bayern Munich,FC Augsburg,D1,33,3685
pjHapHd9/,2023-05-11,spain,Athletic Bilbao,Mallorca,SP1,80,22076
QmTPHCPm/,2023-05-11,germany,TSG Hoffenheim,Hamburg SV,D1,50,3036
rLL0lSDS/,2023-05-11,italy,Catania,US Pescara,I1,74,27069
rNfUUycM/,2023-05-11,spain,Osasuna,Getafe,SP1,50,25854
Ue6eiUT9/,2023-05-11,italy,Juventus,Cagliari,I1,104,3497
Usg4Txo2/,2023-05-11,france,Marseille,Toulouse,F1,51,4633
vDzej0hF/,2023-05-11,france,Brest,Sochaux,F1,57,11114
WQTLIhAs/,2023-05-11,germany,Werder Bremen,Eintracht Frankfurt,D1,74,3672
zJloPfXD/,2023-05-11,germany,Schalke 04,VfB Stuttgart,D1,112,7566
zLZ8Ngkd/,2023-05-11,spain,Real Valladolid,Deportivo La Coruna,SP1,120,23462
252Xr6yj/,2023-05-12,italy,Lazio,Sampdoria,I1,58,15645
42l7Aavk/,2023-05-12,england,Stoke City,Tottenham,E0,103,18248
4vAOINW8/,2023-05-12,england,Everton,West Ham,E0,32,12891
A7NhjlqG/,2023-05-12,italy,Genoa,Internazionale,I1,66,29615
AJyEPVqg/,2023-05-12,england,Manchester Utd,Swansea,E0,34,28397
dh1iWv1q/,2023-05-12,france,Lorient,St Etienne,F1,47,17865
dr8mgjac/,2023-05-12,italy,Udinese,Atalanta,I1,114,22792
I5hB9Jge/,2023-05-12,england,Sunderland,Southampton,E0,73,10646
IcnnhMN2/,2023-05-12,france,Lyon,Paris Saint-Germain,F1,85,3414
j57ihAE3/,2023-05-12,italy,Parma,Bologna,I1,76,6218
jTHeocs3/,2023-05-12,spain,Real Betis,Celta Vigo,SP1,52,20519
KtDSqnMq/,2023-05-12,italy,AC Milan,AS Roma,I1,54,9779
KUCzGLGR/,2023-05-12,england,QPR,Newcastle,E0,105,18596
lbMdk8bM/,2023-05-12,italy,Fiorentina,Palermo,I1,86,9650
n3aTHsnF/,2023-05-12,england,Fulham,Liverpool,E0,22,18326
QgbXG11L/,2023-05-12,england,Norwich City,West Brom,E0,49,23221
SfW0PFKq/,2023-05-12,spain,Malaga,Sevilla,SP1,96,6124
td1yrQjd/,2023-05-12,italy,Napoli,Siena,I1,61,15852
UBfJ69Td/,2023-05-12,italy,Chievo Verona,Torino,I1,102,11004
vDEPzLhS/,2023-05-12,france,Evian Thonon Gaillard,Nice,F1,32,12697
WniQVHsG/,2023-05-12,spain,Rayo Vallecano,Valencia,SP1,55,28501
xQDinwSd/,2023-05-12,spain,Atletico Madrid,Barcelona,SP1,109,18156
QopZTeCS/,2023-05-13,spain,Real Sociedad,Granada,SP1,90,9870
Mwa2BuPr/,2023-05-14,england,Reading,Manchester City,E0,21,17548
xYHxeKv2/,2023-05-14,england,Arsenal,Wigan,E0,103,46
2PbwtGU7/,2023-05-18,france,Montpellier,Lille,F1,90,17824
8ARhLoWu/,2023-05-18,germany,VfB Stuttgart,Mainz,D1,113,10825
8WOpDlvJ/,2023-05-18,germany,Borussia Monchengladbach,Bayern Munich,D1,69,3748
AT4gniis/,2023-05-18,france,Stade de Reims,Lorient,F1,20,191
faeVsx0e/,2023-05-18,france,Evian Thonon Gaillard,Valenciennes,F1,97,16962
fRP0JP0h/,2023-05-18,germany,Nurnberg,Werder Bremen,D1,40,5830
fTKtEUOC/,2023-05-18,germany,Borussia Dortmund,TSG Hoffenheim,D1,117,17009
G8dRrIpk/,2023-05-18,france,Troyes,Bordeaux,F1,67,25473
GtE9H3V4/,2023-05-18,germany,FC Augsburg,SpVgg Greuther Furth,D1,43,16580
j3n0reRL/,2023-05-18,spain,Getafe,Valencia,SP1,75,14391
lK3coB6m/,2023-05-18,france,Stade Rennes,AC Ajaccio,F1,50,877
lMfZtdF1/,2023-05-18,france,Sochaux,Toulouse,F1,115,26124
lnQUqbVr/,2023-05-18,france,St Etienne,Marseille,F1,79,29646
MPaw2orS/,2023-05-18,italy,Sampdoria,Juventus,I1,71,2726
n1QdK5on/,2023-05-18,germany,Hannover 96,Fortuna Dusseldorf,D1,60,13607
nwv3lvNR/,2023-05-18,france,AS Nancy Lorraine,Bastia,F1,104,28485
nZXVxZlq/,2023-05-18,spain,Sevilla,Real Sociedad,SP1,43,4899
O6HHFs0H/,2023-05-18,germany,Eintracht Frankfurt,VfL Wolfsburg,D1,79,17337
rLyQ3JME/,2023-05-18,france,Paris Saint-Germain,Brest,F1,50,18587
Ugo4sFtS/,2023-05-18,spain,Granada,Osasuna,SP1,103,7536
UqIDGNpB/,2023-05-18,germany,Hamburg SV,Bayer Leverkusen,D1,118,11383
YHO4IqGb/,2023-05-18,germany,SC Freiburg,Schalke 04,D1,36,25430
0ngjAjp6/,2023-05-19,england,Wigan,Aston Villa,E0,111,11970
2Js6c5jq/,2023-05-19,italy,Cagliari,Lazio,I1,101,28580
4tyIOkaa/,2023-05-19,england,Swansea,Fulham,E0,71,4803
4UxM4a78/,2023-05-19,france,Nice,Lyon,F1,65,11026
6RY5V0GE/,2023-05-19,england,Newcastle,Arsenal,E0,63,18171
82gN5Tr3/,2023-05-19,italy,Torino,Catania,I1,60,15450
Ac0wDh0m/,2023-05-19,england,Tottenham,Sunderland,E0,42,21917
bNdZDYps/,2023-05-19,england,Southampton,Stoke City,E0,21,11924
CSiF8w91/,2023-05-19,england,Chelsea,Everton,E0,117,23298
hMkrCCFg/,2023-05-19,england,West Brom,Manchester Utd,E0,50,6094
jJjJ7cO7/,2023-05-19,england,Liverpool,QPR,E0,54,24501
jRrS4mb9/,2023-05-19,italy,Atalanta,Chievo Verona,I1,53,20339
juO0JnD2/,2023-05-19,italy,Internazionale,Udinese,I1,44,14725
lC1V37DF/,2023-05-19,italy,US Pescara,Fiorentina,I1,107,24952
lzpIf3z2/,2023-05-19,italy,Palermo,Parma,I1,89,18568
MiQrzXY1/,2023-05-19,spain,Barcelona,Real Valladolid,SP1,108,15679
r1RvyDJe/,2023-05-19,spain,Deportivo La Coruna,Espanyol,SP1,26,2607
rcBwdEeL/,2023-05-19,spain,Levante,Rayo Vallecano,SP1,115,28910
rZ0Z2RSL/,2023-05-19,italy,Bologna,Genoa,I1,58,24428
Szz2Wt18/,2023-05-19,england,Manchester City,Norwich City,E0,94,24950
tAtAdP5k/,2023-05-19,italy,Siena,AC Milan,I1,61,6359
WClnBWUa/,2023-05-19,england,West Ham,Reading,E0,72,24152
WM7ZdftF/,2023-05-19,spain,Real Zaragoza,Athletic Bilbao,SP1,88,26380
zXuEeqLe/,2023-05-19,italy,AS Roma,Napoli,I1,78,5702
lbIUczR8/,2023-05-20,spain,Mallorca,Real Betis,SP1,74,21279
6yzCC3JR/,2023-05-23,germany,TSG Hoffenheim,Kaiserslautern,D1,85,15456
2NTWaALt/,2023-05-26,france,Brest,AS Nancy Lorraine,F1,70,15567
AXUK8iuR/,2023-05-26,spain,Athletic Bilbao,Levante,SP1,52,10459
CblNu7zP/,2023-05-26,france,Lyon,Stade Rennes,F1,88,21530
d4iEkCYl/,2023-05-26,spain,Osasuna,Sevilla,SP1,32,20402
GWfEsT5C/,2023-05-26,france,Lille,St Etienne,F1,102,5528
OGWCADAE/,2023-05-26,spain,Atletico Madrid,Mallorca,SP1,107,11742
OxIubljg/,2023-05-26,france,Valenciennes,Troyes,F1,109,761
pnJyaUzm/,2023-05-26,france,Toulouse,Montpellier,F1,42,20581
pQX8Bge8/,2023-05-26,spain,Real Valladolid,Celta Vigo,SP1,119,24365
Q1x54jDP/,2023-05-26,france,Bastia,Sochaux,F1,41,6876
rJd6qky0/,2023-05-26,france,Lorient,Paris Saint-Germain,F1,37,799
rLgQnAI7/,2023-05-26,spain,Espanyol,Barcelona,SP1,43,4727
UHkMmj31/,2023-05-26,spain,Malaga,Deportivo La Coruna,SP1,87,344
vTd9jhJr/,2023-05-26,spain,Valencia,Granada,SP1,73,19372
Wrg2pVLg/,2023-05-26,france,AC Ajaccio,Nice,F1,98,14361
WtWG9XPK/,2023-05-26,spain,Real Betis,Real Zaragoza,SP1,41,704
xKAseYAR/,2023-05-26,spain,Getafe,Rayo Vallecano,SP1,65,14141
xtdAr9j6/,2023-05-26,france,Bordeaux,Evian Thonon Gaillard,F1,85,29321
Y7kJtmLI/,2023-05-26,france,Marseille,Stade de Reims,F1,32,21074
zejIlWme/,2023-05-26,spain,Real Sociedad,Real Madrid,SP1,116,306
GALs7ssk/,2023-05-27,germany,Kaiserslautern,TSG Hoffenheim,D1,101,20450
2V9a19X0/,2023-06-01,spain,Deportivo La Coruna,Real Sociedad,SP1,56,25951
8KYI649t/,2023-06-01,spain,Real Zaragoza,Atletico Madrid,SP1,94,22762
bc38am2D/,2023-06-01,spain,Celta Vigo,Espanyol,SP1,111,24174
C0ijOWvE/,2023-06-01,spain,Mallorca,Real Valladolid,SP1,55,5737
GE7m4Bmr/,2023-06-01,spain,Granada,Getafe,SP1,48,23713
jqON5OOn/,2023-06-01,spain,Levante,Real Betis,SP1,77,28748
K6440Tn7/,2023-06-01,spain,Barcelona,Malaga,SP1,114,25602
OvBe2kIf/,2023-06-01,spain,Real Madrid,Osasuna,SP1,48,5738
UHBi3V2l/,2023-06-01,spain,Sevilla,Valencia,SP1,43,8662
UZMR4rvg/,2023-06-01,spain,Rayo Vallecano,Athletic Bilbao,SP1,114,11206
CbSpcEyc/,2023-08-09,france,Montpellier,Paris Saint-Germain,F1,90,17458
Cd9m9zVm/,2023-08-09,germany,Bayern Munich,Borussia Monchengladbach,D1,111,492
0KbSvXLS/,2023-08-10,france,Evian Thonon Gaillard,Sochaux,F1,79,949
0KhTQadj/,2023-08-10,germany,TSV Eintracht Braunschweig,Werder Bremen,D1,45,13507
AisjfCLF/,2023-08-10,france,Valenciennes,Toulouse,F1,118,14247
bev3YUbd/,2023-08-10,france,Lyon,Nice,F1,33,14185
nF106YE6/,2023-08-10,germany,Hannover 96,VfL Wolfsburg,D1,113,773
phzaZAqj/,2023-08-10,france,Lille,Lorient,F1,62,24999
tx145hUC/,2023-08-10,germany,TSG Hoffenheim,Nurnberg,D1,99,2938
vBiXPJBd/,2023-08-10,germany,Hertha Berlin,Eintracht Frankfurt,D1,118,11865
W0rneh69/,2023-08-10,france,Stade Rennes,Stade de Reims,F1,53,8736
WpfOuD6M/,2023-08-10,france,Bordeaux,AS Monaco,F1,92,27353
xIJ703ro/,2023-08-10,germany,FC Augsburg,Borussia Dortmund,D1,78,6210
YBcd7Ea0/,2023-08-10,germany,Bayer Leverkusen,SC Freiburg,D1,36,24897
2TpfziUq/,2023-08-11,france,Guingamp,Marseille,F1,69,6929
hfeKtgiG/,2023-08-11,france,AC Ajaccio,St Etienne,F1,55,27086
